movie_id,plot,reference_summary,genre
21388424,"Montague L. Brewster , a newly discharged U.S. soldier back from fighting in Europe during World War II, rushes home to marry his sweetheart, Peggy Gray . However, he has to postpone the wedding after he learns of a strange windfall. His deceased uncle has left him $8 million, but he can inherit the money only if he can spend a million of it before his 30th birthday, only two months away, without keeping any assets. The lawyer explains that Brewster's relative hoped it would make him so sick of spending that the rest of the fortune would not be wasted. The conditions include not telling anyone what he is doing. Brewster reluctantly agrees. Brewster sets up his own investment company called Brewster & Company and hires his wartime buddies Hacky Smith  and Noppy Harrison  as vice presidents and Peggy as his private secretary. However, despite his best efforts, most of his schemes to lose money become profitable. Worse, Peggy becomes jealous of Brewster spending a great deal of time with first socialite Barbara Drew , then showgirl Trixie Summers , even though he is only using them to help squander the million. Smith and Harrison (mistakingly thinking that Brewster has gone crazy due to his spending sprees, begin to toward all of his spending schemes. At the same time, Peggy breaks up with Brewster, but her wise mother  persuades her to go on a costly cruise with him and the cast of a failed play he financed after Smith and Harrison close it down. During the cruise, Smith and Harrison stage a rebellion by confining Brewster to his quarters and ordering Brewster's chartared yacht turned around to return to New York, thinking that Brewster has lost his mind by financing this pointless cruise. When Brewster's chartered yacht is disabled by a leftover U-boat mine, he escapes from his containment and makes it to the bridge to order the captain radio for help. Brewster is ecstatic to learn that getting a tow from a passing Brazilian freighter to a nearby Florida port will cost him a huge salvage fee of over a few hundred-thousand dollars . He learns that this is all of the last amount of money to spend. In the final scene, set a few days later as the deadline approaches, Brewster thinks he has met his goal, only to have his friends present him with $40,012 that they have recovered from his failed ventures. Luckily as the clock to the deadline strikes 12 noon, he is able to get rid of the money by paying the executor's fee, an old $10 debt, and the last $2 for a cab fare, just before time runs out. Having secured his inhertence of $7,000,000, Brewster then takes Peggy out saying that they have to go downtown to the nearist justice of the peace to get married right away.","Montague L. Brewster , a newly discharged U.S. soldier back from fighting in Europe during World War II, rushes home to marry his sweetheart, Peggy Gray . However, he has to postpone the wedding after he learns of a strange windfall. His deceased uncle has left him $8 million, but",Black-and-white
4844617,"Ryo Saeba and Kaori Makimura are assigned to locate Shizuko Imumura, the runaway daughter of the CEO of a prominent Japanese newspaper. Kaori leaves in the middle of the search, unhappy with the way Ryo ignores her romantic feelings for him and flirts with other woman. Ryo finds Shizuko at a skateboarding park and a chase ensues, but she escapes in disguise. Shizuko boards a luxury cruise liner, the Fuji Maru, with the ticket she found in the suit she stole. Kaori also boards the ship with her lustful cousin while Ryo sneaks inside to follow her. A terrorist gang led by Donald Mac have plans to hijack it and take the rich passengers hostage with Police Officer Saeko Nogami and her buxom sidekick in pursuit. Staying next door from each other, Shizuko overhears Donald's plan. Donald discovers her and sends one of his men to kill her, but she knocks him out and escapes. She then bumps into the ship's first officer, who takes her to the boiler room and reveals himself as a terrorist. When he attempts to silence Shizuko, Ryo, who had been staying there since his encounter with Kaori and her cousin at the swimming pool, saves her. When Donald's gang arrive, the officer is killed in the shootout while Ryo and Shizuko escape into the movie theater, where Game of Death is being shown. To beat two towering opponents, Ryo interprets Bruce Lee's techniques from the film. At the ship's casino, a party hosted by the captain is interrupted when Donald kills the captain and terrorizes the partygoers, including Saeko and her sidekick. After robbing them of their valuables, he entices the rich patrons into a sadistic card game. A few opponents are quickly disposed of until Kao Ta, a skilled card gamer who uses his cards as shurikens, joins in. When Donald is distracted by seeing Ryo and Shizuko not far away, Ta and Saeko put an end to his game. Donald's henchman Kim kidnaps Kaori and takes her to his room. When Ryo bursts in, both men fight before Donald and his men interrupt, capturing Ryo in the process. Kaori escapes, bumping into Shizuko, Saeko, and the rest of the main characters. They take down a gay terrorist trying to seduce Kaori's cousin and prepare to save Ryo. The next day, Ryo is stood before a firing squad. Shizuko, Saeko, and her sidekick interrupt the planned execution, but are forced to separate by Donald's gang. Shizuko uses her gymnastic skills to defeat one henchman, Saeko saves Ta after he runs out of cards in a fight with several terrorists, and her sidekick falls of a ledge and is left unconscious. Ryo goes into the gaming parlor with his hands still tied, but is thrown into a Street Fighter II arcade game by Kim and suffers an electric shock. This causes him to hallucinate and think Kim is Ken from the game. After two failed attempts, Ryo defeats him as Chun-Li. As a Taiwanese counter-terrorism unit, the ""Thunderbolts Squad"", arrives and take his men out, Donald blows up bombs he had set up all over the ship and takes Kaori hostage at the casino. When Ryo and Saeko arrive, he injures both women and starts a long fight with Ryo. Donald is thrown into the stage and dies when he accidentally steps on his remote, setting off the bombs behind the T.V. panels. Ryo and Kaori find Shizuko and return her to her father. He speaks to Ryo privately, seeing him as a future husband to Shizuko. Listening to their conversation, Kaori leaves in anger, unaware that Ryo has declined the man's offer. Ryo finds her and tries to apologize with a rose, but then Saeko drives up and flirts with him. He gives her the rose instead and furious, Kaori smashes him through the air with a hammer. Ryo wakes up in his recurring dream with beautiful women at the pool.","Ryo Saeba and Kaori Makimura are assigned to locate Shizuko Imumura, the runaway daughter of the CEO of a prominent Japanese newspaper. Kaori leaves in the middle of the search, unhappy with the way Ryo ignores her romantic feelings for him and flirts with other woman. Ryo finds Shizuko at",Japanese Movies
24570525,"The King of Illyris  marries a neighboring princess , who finds out he has a mistress, Sephora . Revolted, she turns to Prince Alexei  for friendship. Turmoil increases as a revolution demands the abdication of the King and the Queen opposes this decision.","The King of Illyris marries a neighboring princess , who finds out he has a mistress, Sephora . Revolted, she turns to Prince Alexei for friendship. Turmoil increases as a revolution demands the abdication of the King and the Queen opposes this decision.",Silent film
17384281,"{{Plot}} Oro Plata Mata traces the changing fortunes of two aristocratic families in Negros during World War II. The Ojeda family is celebrating Margarita Ojeda's  debut. In the garden, Trinidad  receives her first kiss from Miguel Lorenzo , her childhood sweetheart. Don Claudio Ojeda  and his fellow landowners talk about war. The youngest guests mock Miguel's refusal to join the army and brand him a Mama's Boy. The celebration is cut short by news of the sinking of the ship Corregidor. As war nears the city, the Ojedas accept the invitation extended by the Lorenzos, their old family friends, to stay with them in their provincial hacienda. Two more family friends, Jo Russell , a wealthy, liberated mestiza married to an American, and Dona Viring, an elitist housewife whose husband has left her , join them in the Lorenzo Hacienda. Nena Ojeda , Inday Lorenzo , Jo, and Viring try to deny the realities of war by preserving their pre-war lifestyle of playing mahjong and engaging in other activities enjoyed by women of their station. Pining for her dead fiancé, Margarita goes through bouts of melancholy. Miguel and Trinidad turn from naughty children into impetuous adults. As the Japanese forces advance close enough to Hacienda Lorenzo, the families move to the Lorenzo's forest lodge after a frantic escape from Hacienda Lorenzo. A group of weary guerrillas  arrive and Jo tends to their injuries. The guerrillas leave Hermes Mercurio  behind.After getting a lesson in sex education from Jo, Trinidad decides to lose her virginity to Mercurio. Miguel endures more comments of the ""Mama's Boy"" kind when he fails to take action against a Japanese soldier who came upon the girls bathing in the river. It is Mercurio who kills the Japanese soldier. Margarita comforts Miguel, who decides to learn marksmanship from Mercurio. Meanwhile, Viring's jewelry, which she considers her best friends, is stolen by Melchor , Inday's trusted foreman. He justifies his action as a reward for his services. He tries to break the other servants' loyalty, but they force Melchor to leave. Later, Melchor, along with a band of thieves return. They systematically kill all the servants, one of them Melchor's own son. They gather the women in the living room, where they subject them to all sorts of atrocities: First, Viring's fingers are chopped off with a bolo to obtain rings that she had refused to give. After being offended by a slap from Inday, he takes Inday to a room and repeatedly beats and rapes her, his noble-born former mistress. He kills his wife, who enters the room after learning that Melchor has killed his own son. Nena is forced to play a complex combination of Russian Roulette and Mahjong with the bandits. While treating Melchor's wounds, and that of her companions, Jo notices him eying the young Trinidad. Although Melchor agrees with Jo to not take the young heiress, Trining willingly goes with the bandits anyway, despite all the crimes they have committed against her family. The bandits notice that two members of the families are missing: Miguel and Margarita. After a romantic tryst the night before that had driven Trining crazed from jealousy, the two heard the bandits' arrival and hid. After the violent bloodbath only days before, Miguel urges the survivors to resume their mahjong games to help them cope. The women are resilient, and fall back on their old habits of idle gossiping and Mahjong. Miguel is determined to hunt the bandits down and bring Trinidad back. He catches them in their hideout, an old hospital in the city, where the robbers boast of their adventures: raping wealthy young heiresses in their homes, killing their former haciendero overlords, and robbing them of their prized possessions. His courage is replaced with bloodlust, however driving him to a killing spree. In the hospital is a woman believed by Don Claudio to be the Spirit of the Mountain, but in reality, simply an unhinged woman in a party dress subjected to sexual assaults from the bandits. Miguel kills her to cap his carnage, and also as an act of mercy. An epilogue follows the violent climax. The combined United States & the Philippine Commonwealth army troops have liberated the Philippines from Japan. A party is held in the Ojeda home to announce Margarita and Miguel's betrothal. It is revealed that Margarita's ex-fiance, Ramon, actually survived the Fall of Corregidor, but is now reduced to a pathetic invalid, dressed in an army uniform, planted on his wheelchair. He sheds a tear for his now lost love. After witnessing the atrocities of the war, Don Claudio's mind has become unstable, and add to that, he has finally fallen to the curse of senility. He could not recognize his grand daughter, or anyone for that matter. Trinidad has made a new image for herself as a pernicious but very virginal young woman. The survivors attempt to reclaim their previous lifestyle, but the war has changed the world, just as it has forever marked each of them. The film ends with a quote from Trinidad about the very subject.","{{Plot}} Oro Plata Mata traces the changing fortunes of two aristocratic families in Negros during World War II. The Ojeda family is celebrating Margarita Ojeda's debut. In the garden, Trinidad receives her first kiss from Miguel Lorenzo , her childhood sweetheart. Don Claudio Ojeda and his fellow landowners talk about",Drama
34506695,"Budapest, Londres, Madrid, New-York, Paris, Munich: Bernt Mittler goes on report about housewives sexual life.","Budapest, Londres, Madrid, New-York, Paris, Munich: Bernt Mittler goes on report about housewives sexual life.",Comedy film
2547324,"A young Japanese hacker from Tokyo named Naomi moves to New York, but then has to return for an experimental eye operation. She becomes friends with an attractive office lady called Izumi, and together they take Tokyo by storm. This does not last long and she finds herself resorting to old ways and starts illegally hacking. She is quickly swept up into a world she knows nothing of, a world of fear and crime, as one determined Hikikomori targets her, forcing her along a dangerous path, which puts herself, her family and her new best friend at grave risk.","A young Japanese hacker from Tokyo named Naomi moves to New York, but then has to return for an experimental eye operation. She becomes friends with an attractive office lady called Izumi, and together they take Tokyo by storm. This does not last long and she finds herself resorting to",Thriller
7363831,"The film is set in a Middle Eastern country whose absolute ruler, Abdullah , lives a life of great luxury, surrounded by lovely women. When Ronnie, a beautiful English model , arrives, Abdullah falls for her and offers her great riches. She resists his advances as she is more interested in Ahmed , an officer in the King's army. While this is going on, Abdullah is unaware of the growing discontent among his subjects which threatens to overthrow him.","The film is set in a Middle Eastern country whose absolute ruler, Abdullah , lives a life of great luxury, surrounded by lovely women. When Ronnie, a beautiful English model , arrives, Abdullah falls for her and offers her great riches. She resists his advances as she is more interested",Romantic drama
3257858,"{{Plot}} The film opens with Francie ""Gidget"" Lawrence  and Jeff ""Moondoggie"" Matthews  on their surfboards in the water, Gidget is overjoyed that Jeff is on vacation from college. This leads to the opening credits and shows a montage of the two together. While at breakfast one morning, Gidget's father Russ  announces that they are going to vacation in Hawaii. Gidget, unlike most girls, hates surprises and wishes he had told her sooner, so they could have delayed the trip. Gidget refuses to go, and runs out the door. Gidget's mother Dorothy , explains to her husband that Jeff is all that matters to Gidget. Russ and Dorothy decide to cancel Gidget's room reservation and keep one just for the two of them, so they can have a second honeymoon and Gidget can stay home with Jeff. Meanwhile Gidget goes to the beach, and tells Moondoggie about going to Hawaii. Jeff thinks it's great and says she should go. Gidget is surprised by this response and thinks that their relationship means nothing to Jeff. She returns his pin and runs off, leaving an upset, confused and frustrated Moondoggie on the beach. She also decides to go to Hawaii to forget about Jeff. So the Lawrence family packs up and flies to Hawaii. While on the plane Gidget meets Abby Stewart  whose family is staying at the same hotel. Gidget's parents and Abby's parents Monty  and Mitzi  are talking at the front of the plane. They both learn that Eddie Horner  a popular dancer is performing at a theater–restaurant next to their hotel. They also meet three more men named Judge , Larry , and Wally . Abby enjoys the fact that they will all be at the same hotel but Gidget barely reacts. Abby figures out that Gidget has just broken up and asks her to tell the story. Gidget does, but in an overly dramatic way. She says it was love at first sight . She then goes on to say that she went overboard and ""surrendered herself completely,"" which Abby interprets to mean that she went all the way. Gidget then tells Abby that she used to call him ""Moondoggie"" which Abby finds very strange as well. When they reach Hawaii, Gidget's parents have to get a separate room for Gidget instead of a connecting one, because they canceled the previous reservation. While everyone else is enjoying Hawaii and having fun, Gidget stays in her room and mopes all day. Abby is toying with all the boys' emotions, but especially Eddie Horner's, as he is the one she likes best. He seems to like Abby too, but has also found an interest in Gidget. Gidget's father feels bad and decides to send a message to Jeff, telling him that Gidget is miserable, and it would make her feel better if he  flew down there. Once Jeff learns this he immediately accepts. That night Abby visits Gidget, and invites her to dine with Eddie, Judge, Larry and Wally and Herself. Abby decided to go with all of them, because she didn't want to choose. Gidget declines and says she'd be happier if she stayed in her room. Once Abby leaves, Gidget's mom enters and says she feels bad but Gidget should enjoy her time there and have fun with Abby and the boys . Gidget agrees and says she'll be there soon. While at the restaurant, Abby is annoyed that she can't be alone with Eddie, so she finds two other girls named Barbara Jo and DeeDee to accompany them. Once they are there Abby gets to talk to Eddie alone while Wally, Judge and Larry argue over Barbara Jo and DeeDee. Meanwhile Gidget's and Abby's parents are also at the restaurant  and are talking when Russ receives a telegram that Jeff is taking the first plane out. Back at the other table Eddie asks Abby why her friend couldn't join them. Abby replies that she just wasn't interested. While she says this we see Gidget appear all dressed up to join them, much to the surprise of Abby, the boys, and Gidget's father. All the guys including Eddie are now completely drawn to her much to the anger of Abby. Finally they announce the time to dance where Eddie automatically grabs Gidget's hand, leaving an angry Abby and an overjoyed Judge to dance. Gidget and Eddie seem to hit it off. Later that night in Gidget's hotel room, Abby comes back in and explains to Gidget how she was annoyed that Gidget just came in like that and didn't even mention Abby inviting her. Gidget is unaware of how annoyed Abby is and replies that she was only doing her mom a favor. The next day we see Gidget surfing, and again a very annoyed Abby looks on because Abby hates the water and refuses to go in . Gidget also neglected to tell Abby that she surfs. The guys watch in amazement as Gidget shows off her surfing moves. They then join Gidget, and Eddie asks her for surfing lessons. On his first attempt he wipes out. After that, Eddie and Gidget run back on shore, where they are alone and Eddie kisses her. Gidget pulls away at first, but goes back to kissing him. Right at that very moment, Jeff appears but then claims he mistook her for another girl. After he leaves, Eddie tries to go back and kiss Gidget, but she pushes him away and runs after Moondoggie. Gidget and Moondoggie get into a fight and decide to go their separate ways. That night they're all at dinner when Abby arrives with Jeff . Gidget tries to make Jeff jealous by flirting with Eddie. They also begin a conversation about things being tame and Judge tells Gidget that she should try water skiing  and Gidget says she will. The next day everyone is at the ski jump but only Gidget dares to attempt it. She seems to do well, but once she gets to the jump she lets go of the handle, and goes crashing into the water. Jeff and Judge get in a boat and save her. While in the boat going back to join the others, Gidget flirts with Judge and agrees to go with him that night to watch Eddie perform, all in the presence of Jeff. The next day they are all on a boat and Gidget acts offended by a comment Abby makes about the water. So Gidget goes off to another part of the boat and Jeff follows her. He goes and tells her to cut it out, although Abby thinks Jeff now likes her. Abby decides to start a rumor about Gidget saying how she's slept with Eddie and other people, rationalizing that it is half true because Gidget had said that she gave herself ""completely"" to ""that Moondoggie person"". Abby tells her mom Mitzi who then goes and tells Gidget's mother Dorothy. Dorothy refuses to believe it and says that she thinks Abby started the rumor, and they get into an argument. Dorothy tells Russ and they both question Gidget; she denies even the thought of it. This leaves both her parents, especially her father, angry and frustrated. Dorothy and Russ get into a fight. Russ leaves and goes to the bar. Meanwhile Monty and Mitzi also get into a fight because Monty thinks Mitzi should have kept her mouth shut which results in Mitzi going down to the bar. While at the bar, Mitzi and Russ talk and realize they see eye to eye on things and have a drink. Meanwhile Monty and Dorothy talk in the hotel room and go downstairs to another bar in the hotel. After talking Russ and Mitzi decide to go to the Mauhana Room. Just as they leave, Dorothy and Monty also go to the Mauhana room, but by another route. This is all witnessed by the clerk at the desk. Meanwhile at the Luau, Abby is the center of attention, and is happy, primarily because Gidget isn't there. Eddie goes off to take a walk and bumps into Gidget who tells him of the rumor that is going around and says she doesn't want to go because she doesn't know if anyone else has heard. Eddie then pulls her aside and tells Gidget he's fallen in love with her. Gidget tells him that she doesn't like him, and that she's sorry. They agree to be friends. Gidget goes for a walk on the beach. While on the beach, Gidget pictures herself promiscuous and pregnant. Back at the Luau, Abby and Jeff are talking and Abby tells him about the rumor that Gidget sleeps around. Jeff can't believe it. Abby then admits it's a lie and she  only had one affair. Jeff asks when Gidget told her that, and Abby replies that Gidget told her on the plane, but why any girl would fall for a guy called ""Moondoggie"" is beyond her. Jeff then realizes how much he cares about Gidget. He tells Abby that he likes her and to call him what everyone at home calls him, ""Moondoggie."" Jeff runs off leaving an upset Abby at the Luau. On the beach Moondoggie and Gidget reconnect and talk about what happened on their way back to the hotel. Gidget asks the clerk if her parents were in and the clerk says Abby's Dad and Gidget's Mom went one way while Gidget's Dad and Abby's Mom went the other way. This leaves Gidget very worried and she decides to wait for them in their suite and Moondoggie accompanies her. We then see Monty, Mitzi, Russ, and Dorothy talking all together at a table. They discuss the situation, and Mitzi says she will punish Abby when they get back. Dorothy decides to call to see if Gidget is in her room, but gets no answer. When they get back to the hotel, they decide to wait for Gidget in her suite. Meanwhile Gidget is in her parents suite and is worried because she thinks her parents are cheating on each other. So she and Jeff make up a plan. In Gidget's suite, Dorothy calls all Gidget's friends asking if they saw her. The news then gets to Abby who feels horrible thinking that she caused all this. Eventually DeeDee, Abby, Abby's Parents, Eddie, Judge, Wally and Larry are all in Gidget's suite worrying about where she is. Finally Gidget's dad goes back to his suite to get something. Russ comes in to find Gidget and Moondoggie kissing on the couch. He cries out in relief, but Gidget tells him, that her Mom is asleep, but she fixed it so his bed looks slept in. But to get out of here and come back in the morning, so she won't suspect anything. Russ plays along and he and Jeff both go to Gidget's suite where Jeff sees that everyone is waiting. Russ tells Dorothy to go in and ""get your half of what I got"". She goes in and Gidget tells her the same thing but Dorothy goes into the bedroom and Gidget thinks her dad is not there and fears problems will arise. But to her surprise, her father is asleep in the bed. She taps him and he jumps up and yells ""Boo!"" Then everyone else comes in and is laughing at Gidget. Gidget laughs and kisses Jeff and tells Eddie sorry but he had no chance up against Jeff and explains to everyone what happened. All is well until Gidget realizes she has some unfinished business. The following day the gang drags Abby into the water. We see a wave come and a screaming Abby on Gidget's surfboard. Gidget just looks over to Jeff and laughs.","{{Plot}} The film opens with Francie ""Gidget"" Lawrence and Jeff ""Moondoggie"" Matthews on their surfboards in the water, Gidget is overjoyed that Jeff is on vacation from college. This leads to the opening credits and shows a montage of the two together. While at breakfast one morning, Gidget's father Russ",Romantic comedy
430788,"{{plot}} William Hundert  is a passionate Classics professor enthusiastic about the start of the school year. His class turns out to be a strict yet inspiring lesson for the new students arriving at St. Benedict's Academy. They include laid-back Louis Masoudi , the introverted Martin Blythe , and the studious Deepak Mehta , all highly intelligent. Hundert inspires his students to study hard in order to become one of the three contestants for The Emperor's Club and be crowned ""Mr. Julius Caesar,"" a competition which puts the top three students of his class in a contest where they will be asked questions regarding the Classics. When the headmaster  explains the contest to the students, he mentions that Martin's father was once a ""Mr. Julius Caesar."" Hundert quickly gains the respect of his class and the school year gets off to an orderly start. However, Hundert's tightly controlled world is shaken when a new student, Sedgewick Bell , walks into his classroom. Bell is the cocky son of a senior U.S. Senator who possesses none of Hundert's principles. A fierce battle of wills begins between Hundert and Bell. Bell's rebellious nature quickly makes him the interest of the class, as he not only is willing to talk back against Hundert, he also freely shares pornographic material and is willing to play hooky and travel off-limits to a nearby prep school for girls. Despite Blythe's constant pleas not to break the rules, Masoudi and even studious Mehta find themselves enjoying their rebellious tendencies with Bell. Hundert humiliates Bell when he asks the class to list, in chronological order, all the Roman emperors. The other students comply in perfect unison, effectively embarrassing Bell, who has not studied the course material. Hundert also makes a trip to Washington D.C. to meet with Senator Bell from West Virginia. Bell's father is clearly uninterested in his son's character development while at St. Benedict's, instead telling Hundert just to teach Bell lessons so he can graduate, giving Hundert some insight into the younger Bell's upbringing. Hundert returns to St. Benedict's, where in a phone call, Senator Bell chews out Sedgewick for wasting his time in having to see Hundert and his money on the tuition.  After seeing a chastised Sedgewick, Hundert tries to develop a closer student-teacher relationship and become a mentor to Bell in order to help change him into a better man. Bell starts studying, proving to be a bright student, and his grades improve enormously. Bell finishes in the top three in Hundert's competition that precedes the Emperor's Club contest, along with classmates Masoudi and Mehta. Bell had actually earned fourth place until Hundert privately decided to raise his grade on the final essay after reviewing it again, thus moving him above Blythe, the third place winner, whose father before him had been an Emperor's Club winner, putting him under much pressure to live up to his father's reputation. Hundert is caught between celebrating Bell's newfound success and feeling guilty when he sees a despondent Blythe sitting all by himself under a tree. The entire school watches the competition as the three contestants are quizzed by Hundert. After many questions, the confident Masoudi is the first to make a mistake and he is thus eliminated. Hundert becomes increasingly suspicious of Bell raising his toga to his head to think. When Hundert takes a recess to confer with the headmaster; he is urged to give Bell a pass, as Senator Bell is in attendance. But he then asks Bell a question not in the books, ""Who was Hamilcar Barca?"", knowing full well that the answer would not be on any materials used to cheat  but knowing that Mehta would be able to answer it because earlier in the year, Hundert had seen him reading material about Barca in his spare time. Bell is stumped and Mehta is crowned Mister Julius Caesar. Afterwards, Bell admits to Hundert having cheated by placing crib notes on the inside of his toga sleeve. Bell could not take the pressure of losing, and like his father, tried everything he could to guarantee a win. Although Hundert does not publicize this, the trust he once had with Bell is broken. Students move up to higher grades before their graduation from St. Benedict's Academy, and Bell shown reverting to his lax behavior and loss of interest in academia. In the year 1976, Bell is shown barely squeaking by in his classes, gaining acceptance to Yale University only on account of being Senator Bell's son. Hundert regrets not being able to influence Bell more. Twenty-five years later, Hundert is denied his bid to become headmaster of the school by the board, who feel he lacks the ability to drum up financial donations for the school. Hundert immediately resigns. Later he receives an invitation for a class reunion and a chance to meet up with his students at an event  staged by a full-grown Bell , who is now extremely rich and successful. Once reunited with his students, he is impressed that every one of his students from that fateful class had done well since their days at St. Bendict's and all had successful careers in business, with Deepak Mehta now a professor himself. It is also revealed that Sedgewick Bell agreed to donate an additional 25,000 square foot addition to the St. Benedict library under the condition that a ""Mr. Julius Caesar"" rematch is held with alumni Masoudi and Mehta, Hundert presiding. This donation would be ironic, seeing that Hundert was denied becoming headmaster due to lack of fundraising abilities  and yet he would be the linchpin responsible for providing the largest donation to the school to date. Before the match Bell talks to Hundert about how his influence had really changed his life and he hopes that he would be able to regain his dignity in the rematch. An enthusiastic Hundert agrees to host once again. And so the Emperor's Club contest is again played, albeit the crowd being Bell's schoolfriends and their respective wives and children, and the three contestants still wearing togas, but with tuxedos. Masoudi answers the first question wrong, then tries for fun to guess the right answer in spite, humoring the crowd with fake Roman names such as ""Gassius Flatulus."" Again, the main competition is between Mehta  and Bell as both still remember  their lessons from Hundert's class. Sadly, despite Hundert's belief that Bell has changed, he is able to perceive that Bell is cheating, this time through a hired graduate student feeding him answers through a clandestine earpiece. Hundert poses another unofficial question, this one regarding the plaque over his door, asking ""Who was Shutruk-Nakhunte""? Despite supportive shouts from his classmates that this one is easy and they all know this one, Bell again does not know the answer due to him being a late arrival to Saint Benedict's and not being told about the leader at Mr. Hundert's first class . Furthermore, any information about Shutruk-Nakhunte cannot be found in any textbook, which had been a point Hundert had made in his class way back when, explaining that without contribution to society, one is insignificant. Therefore, the hired grad student cannot feed Bell the correct answer, because he can't find it. Mehta is crowned Mr. Julius Caesar once again. After the competition ends and Bell congratulates Mehta for defending his title, Bell announces that he will be running for a seat in the U.S. Senate just like his father, stressing taxpayer funding of education. Hundert finally sees that Bell only used the event to drum up support for his campaign and to get contributions from his old classmates. Hundert, as well as Blythe, based on a look of humorous utter shock on his face, can scarcely believe it. Hundert and Bell run into each other in the bathroom, where Hundert confronts Bell about his immorality. Bell coldly goes on to tell Hundert that Hundert has no accomplishments in life, whereas he will become a nationally famous senator no matter what the cost. Bell also says it does not matter that he cheated, as life is full of cheaters. Just then, Bell's son, who had admired his father up to this point for his sound character, comes out of a stall with a pained expression on his face, and Bell is left to face his son and rationalize his Machiavellian ways. Hundert believes that Bell will become just like his father was; too wrapped up in his political life to devote attention to his family and properly raise his son. Hundert, realizing again that he has failed Bell, now recognizes the importance of letting Blythe know that he had given away Blythe's seat in the original ""Mr. Julius Caesar"" contest. He confesses his action from a quarter century ago to Blythe, who attempts to be mature about this revelation but then excuses himself, his mannerisms strongly suggesting he did not appreciate having old wounds reopened. Hundert, feeling he has failed two students, contemplates his legacy as a teacher. Hundert wakes up the next morning and goes to the dining room expecting one last breakfast with his pupils. Instead, he finds an empty room and is told that they have all left already. Hundert dejectedly returns to his room, only to discover that the men had thrown him a surprise party. All his students are at the party, except Bell, who is seen talking with reporters, beginning his political campaign. Nonetheless, the meeting is a joyous event as Hundert and his students talk about how much he has influenced them and how they are grateful that he was their teacher. Mehta gives Hundert a gift ""from one teacher to another,"" which is an inscribed plaque quoting the value of mentoring. Hundert finally comes to the realization that while he failed to turn Bell into a better man, he still has helped make many of his pupils into better men, and he realizes that his value is not based upon one failure or one success. He accepts the offer that he is always welcome for reinstatement at Saint Benedict's, going back to his old job as a teacher. Hundert thus returns to St. Benedict's Academy and again teaches Classics to a new class . It is also revealed that one of his students is Blythe's son, who is proud that his father was once Hundert's student. Hundert then asks Blythe's son to read the plaque over his door, just as young Blythe did at the beginning of the film. Hundert then looks out the window to see Martin Blythe proudly waving to him, and an expression that Hundert has found peace with his past troubles and gladness that he has been truthful with Blythe. It's also noticed that young Blythe reads the plaque without stumbling over the difficult words, while his father as a young boy had had trouble reading it, showing that young Blythe's father had taught his son what Hundert had taught him.","{{plot}} William Hundert is a passionate Classics professor enthusiastic about the start of the school year. His class turns out to be a strict yet inspiring lesson for the new students arriving at St. Benedict's Academy. They include laid-back Louis Masoudi , the introverted Martin Blythe , and the studious",Drama
15418729,Babs Flynn  is the manager of a Liverpool boutique. When she accuses the regional manager of sexual harassment she is sacked. She mounts a public campaign to get her job back. The film was met with largely positive reviews. It starred a young Craig Charles as Cathy Tysons love interest and they were a couple at the time. It was based on a real case at a chain of boutiques called Lady at Lord John. {{cite web}}{{Cite news}},Babs Flynn is the manager of a Liverpool boutique. When she accuses the regional manager of sexual harassment she is sacked. She mounts a public campaign to get her job back. The film was met with largely positive reviews. It starred a young Craig Charles as Cathy Tysons love interest,Drama
10691210,"When one of the actors on a movie set doesn't show up, Charlie gets his chance to be on camera and replaces the actor. While waiting, he plays in a dice game and gets on many people's nerves. When he finally gets to act, he ruins his scene, accidentally destroys the set, and tears the skirt of the star of the movie.","When one of the actors on a movie set doesn't show up, Charlie gets his chance to be on camera and replaces the actor. While waiting, he plays in a dice game and gets on many people's nerves. When he finally gets to act, he ruins his scene, accidentally destroys",Silent film
33902296,"The film recounts two days in the lives of five very different characters all born on July 12th, that are faced with problems as their birthday approaches. Jim , a gay, overweight telemarketer working for a weight loss program is facing self-esteem issues, whereas Ron , a church minister who preaches about conversion but himself is addicted to watching gay porn, and Javed , a Pakistani lives in the U.S. with a gay porn actor but is faced by the double dilemma of being condemned by his Muslim family and is in imminent danger of being deported from the States. Meanwhile Kelly , a young lesbian weathers a breakup with her lover and considers an earlier affair and Tracy , an Asian lesbian, goes back in the closet when her mother renders a visit.","The film recounts two days in the lives of five very different characters all born on July 12th, that are faced with problems as their birthday approaches. Jim , a gay, overweight telemarketer working for a weight loss program is facing self-esteem issues, whereas Ron , a church minister who",Romance Film
23276577,Krishan owns an old bus and he is facing lot of consequences due to the pathetic condition of the bus. He sold many valuable things to maintain this bus. His friend Sundar was his only companion. A mouse was also there as a character. It ate the passport of Sundar and Sundar was after that mouse. The story took a turn when gayathri entered the bus as a nomad. She was actually the daughter of a minister. Her father forced her to join politics. So she left home. The police traced her out and had taken her back. Her father was making arrangements for her marriage with someone else. Meanwhile Krishan realised that he cannot live without Gayathri. Krishan and Sundar secretly entered her house and finally all ended well by winning the heart of her father.,Krishan owns an old bus and he is facing lot of consequences due to the pathetic condition of the bus. He sold many valuable things to maintain this bus. His friend Sundar was his only companion. A mouse was also there as a character. It ate the passport of Sundar,Comedy film
